"Date","Price","Open","High","Low","Vol.","Change %"
"02/17/2021","220.00","220.00","220.00","220.00","182.67K","0.00%"
"02/16/2021","220.00","220.00","220.00","220.00","105.78K","0.00%"
"02/15/2021","220.00","220.00","220.00","220.00","24.87K","0.00%"
"02/12/2021","220.00","228.00","220.00","211.00","547.20K","-3.51%"
"02/11/2021","228.00","213.00","228.00","213.00","944.43K","7.04%"
"02/10/2021","213.00","230.00","213.00","213.00","940.06K","-7.39%"
"02/09/2021","230.00","230.00","230.00","230.00","90.88K","0.00%"
"02/08/2021","230.00","230.00","230.00","230.00","178.71K","0.00%"
"02/05/2021","230.00","230.00","230.00","230.00","175.49K","0.00%"
"02/04/2021","230.00","236.00","230.00","230.00","864.50K","-2.54%"
"02/03/2021","236.00","236.00","236.00","236.00","916.51K","0.00%"
"02/02/2021","236.00","236.00","236.00","236.00","383.72K","0.00%"
"02/01/2021","236.00","236.00","236.00","236.00","805.57K","0.00%"
"01/29/2021","236.00","236.00","236.00","236.00","313.49K","0.00%"
"01/28/2021","236.00","236.00","236.00","236.00","155.61K","0.00%"
"01/27/2021","236.00","236.00","236.00","236.00","929.63K","0.00%"
"01/26/2021","236.00","236.00","236.00","235.00","2.10M","0.00%"
"01/25/2021","236.00","234.00","236.00","236.00","954.71K","0.85%"
"01/22/2021","234.00","234.00","234.00","234.00","186.72K","0.00%"
"01/21/2021","234.00","234.50","234.00","231.40","588.08K","-0.21%"
"01/20/2021","234.50","234.60","234.50","234.30","1.75M","-0.04%"
"01/19/2021","234.60","234.60","234.60","234.60","734.19K","0.00%"
"01/18/2021","234.60","237.00","234.60","227.60","1.17M","-1.01%"
